ID_CLIENTE,SAFRA_REF,DATA_EMISSAO_DOCUMENTO,DATA_PAGAMENTO,DATA_VENCIMENTO,VALOR_A_PAGAR,TAXA,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS,DATA_CADASTRO,FLAG_PF,SEGMENTO_INDUSTRIAL,DOMINIO_EMAIL,PORTE,CEP_2_DIG
3118152790263512426,2018-08,2018-08-22,2018-09-13,2018-09-13,23764.37,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-23,2018-09-14,2018-09-14,13609.54,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-24,2018-09-17,2018-09-17,23764.37,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-25,2018-09-18,2018-09-18,15787.21,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-25,2018-09-18,2018-09-18,23764.37,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-26,2018-09-17,2018-09-17,24267.38,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-26,2018-09-17,2018-09-17,23764.37,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-27,2018-09-19,2018-09-19,24488.85,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-27,2018-09-19,2018-09-19,47971.69,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-08,2018-08-29,2018-09-20,2018-09-20,16194.61,5.99,236787.5,117.93810019518543,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-03,2018-09-25,2018-09-26,17335.36,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-06,2018-10-01,2018-10-01,47957.2,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-06,2018-09-21,2018-09-28,47957.2,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-09,2018-10-01,2018-10-01,31866.16,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-10,2018-10-02,2018-10-02,32196.14,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-10,2018-09-28,2018-10-02,47957.2,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-13,2018-10-05,2018-10-05,24426.33,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
3118152790263512426,2018-09,2018-09-15,2018-10-09,2018-10-09,24436.64,5.99,148178.0,82.0,2000-08-15,Juridico,Serviços,OUTLOOK,MEDIO,22
1366416810235233769,2018-08,2018-08-17,2018-09-03,2018-09-03,79643.3,5.99,228480.0,119.0,2000-08-15,Juridico,Comércio,YAHOO,GRANDE,13
1366416810235233769,2018-08,2018-08-19,2018-09-04,2018-09-04,96610.41,5.99,228480.0,119.0,2000-08-15,Juridico,Comércio,YAHOO,GRANDE,13
1366416810235233769,2018-08,2018-08-22,2018-09-10,2018-09-10,77204.96,5.99,228480.0,119.0,2000-08-15,Juridico,Comércio,YAHOO,GRANDE,13
1366416810235233769,2018-08,2018-08-28,2018-09-13,2018-09-13,56958.38,5.99,228480.0,119.0,2000-08-15,Juridico,Comércio,YAHOO,GRANDE,13
1366416810235233769,2018-09,2018-09-03,2018-09-19,2018-09-19,66327.04,5.99,129947.0,99.0,2000-08-15,Juridico,Comércio,YAHOO,GRANDE,13
1366416810235233769,2018-09,2018-09-04,2018-09-21,2018-09-21,60837.47,5.99,129947.0,99.0,2000-08-15,Juridico,Comércio,YAHOO,GRANDE,13
4395946187332973749,2018-08,2018-08-17,2018-09-05,2018-09-05,37254.7,5.99,236787.5,115.0,2000-08-15,Juridico,Serviços,GMAIL,MEDIO,18
4395946187332973749,2018-08,2018-08-20,2018-09-06,2018-09-06,32256.4,5.99,236787.5,115.0,2000-08-15,Juridico,Serviços,GMAIL,MEDIO,18
1299146298565441811,2018-08,2018-08-17,2018-09-03,2018-09-03,76645.24,6.99,234489.0,115.0,2000-08-15,Juridico,Serviços,HOTMAIL,MEDIO,21
1299146298565441811,2018-09,2018-09-10,2018-09-26,2018-09-26,80054.35,6.99,441048.0,107.0,2000-08-15,Juridico,Serviços,HOTMAIL,MEDIO,21
1299146298565441811,2018-09,2018-09-11,2018-09-27,2018-09-27,100093.82,6.99,441048.0,107.0,2000-08-15,Juridico,Serviços,HOTMAIL,MEDIO,21
4052557282157719526,2018-08,2018-08-17,2018-09-03,2018-09-03,29891.85,4.99,274147.0,117.0,2009-08-30,Juridico,Comércio,GMAIL,MEDIO,13
6795467882769787169,2018-08,2018-08-17,2018-09-12,2018-09-12,79535.39,4.99,251268.0,115.0,2014-06-23,Juridico,Serviços,HOTMAIL,PEQUENO,98
2550506309527280168,2018-08,2018-08-17,2018-09-11,2018-09-11,133221.74,5.99,226334.0,117.0,2000-08-15,Juridico,Comércio,GMAIL,MEDIO,14
8724731934863284019,2018-08,2018-08-17,2018-09-05,2018-09-05,79692.7,6.99,217640.0,115.0,2000-08-15,Juridico,Serviços,HOTMAIL,PEQUENO,60
8724731934863284019,2018-08,2018-08-19,2018-09-04,2018-09-04,95984.15,6.99,217640.0,115.0,2000-08-15,Juridico,Serviços,HOTMAIL,PEQUENO,60
8724731934863284019,2018-08,2018-08-22,2018-09-10,2018-09-10,117316.25,6.99,217640.0,115.0,2000-08-15,Juridico,Serviços,HOTMAIL,PEQUENO,60
8724731934863284019,2018-08,2018-08-30,2018-10-05,2018-10-05,1182.0,6.99,217640.0,115.0,2000-08-15,Juridico,Serviços,HOTMAIL,PEQUENO,60
8724731934863284019,2018-09,2018-09-06,2018-09-24,2018-09-24,42742.1,6.99,163358.0,115.0,2000-08-15,Juridico,Serviços,HOTMAIL,PEQUENO,60
8724731934863284019,2018-09,2018-09-09,2018-09-25,2018-09-25,78540.1,6.99,163358.0,115.0,2000-08-15,Juridico,Serviços,HOTMAIL,PEQUENO,60
314309872114206760,2018-08,2018-08-17,2018-09-17,2018-09-17,46626.0,6.99,246197.0,117.93810019518543,2011-02-14,Juridico,Serviços,YAHOO,GRANDE,82
314309872114206760,2018-08,2018-08-18,2018-09-18,2018-09-18,46626.0,6.99,246197.0,117.93810019518543,2011-02-14,Juridico,Serviços,YAHOO,GRANDE,82
314309872114206760,2018-08,2018-08-20,2018-09-19,2018-09-19,31084.0,6.99,246197.0,117.93810019518543,2011-02-14,Juridico,Serviços,YAHOO,GRANDE,82
314309872114206760,2018-08,2018-08-23,2018-09-24,2018-09-24,31084.0,6.99,246197.0,117.93810019518543,2011-02-14,Juridico,Serviços,YAHOO,GRANDE,82
314309872114206760,2018-09,2018-09-03,2018-09-19,2018-10-03,31084.0,6.99,277934.0,84.0,2011-02-14,Juridico,Serviços,YAHOO,GRANDE,82
314309872114206760,2018-09,2018-09-06,2018-10-08,2018-10-08,31084.0,6.99,277934.0,84.0,2011-02-14,Juridico,Serviços,YAHOO,GRANDE,82
314309872114206760,2018-09,2018-09-10,2018-10-10,2018-10-10,31084.0,6.99,277934.0,84.0,2011-02-14,Juridico,Serviços,YAHOO,GRANDE,82
2250817603281429928,2018-08,2018-08-17,2018-09-03,2018-09-03,42903.1,5.99,228480.0,119.0,2001-05-31,Juridico,Comércio,YAHOO,GRANDE,92
2250817603281429928,2018-08,2018-08-21,2018-09-06,2018-09-06,96954.95,5.99,228480.0,119.0,2001-05-31,Juridico,Comércio,YAHOO,GRANDE,92
2250817603281429928,2018-08,2018-08-28,2018-09-13,2018-09-13,43397.0,5.99,228480.0,119.0,2001-05-31,Juridico,Comércio,YAHOO,GRANDE,92
2250817603281429928,2018-09,2018-09-06,2018-09-24,2018-09-24,97329.2,5.99,278795.0,99.0,2001-05-31,Juridico,Comércio,YAHOO,GRANDE,92
2250817603281429928,2018-09,2018-09-14,2018-10-01,2018-10-01,81472.0,5.99,278795.0,99.0,2001-05-31,Juridico,Comércio,YAHOO,GRANDE,92
5301988619224057921,2018-08,2018-08-17,2018-09-04,2018-09-03,36316.87,6.99,245366.0,117.93810019518543,2016-02-24,Juridico,Indústria,GMAIL,MEDIO,79
5301988619224057921,2018-08,2018-08-26,2018-09-11,2018-09-11,39089.52,6.99,245366.0,117.93810019518543,2016-02-24,Juridico,Indústria,GMAIL,MEDIO,79
5301988619224057921,2018-09,2018-09-10,2018-09-26,2018-09-26,56152.28,6.99,209440.0,107.0,2016-02-24,Juridico,Indústria,GMAIL,MEDIO,79
3248432590399829766,2018-08,2018-08-17,2018-09-03,2018-09-04,31550.49,11.99,245198.0,117.0,2000-08-15,Juridico,Comércio,YAHOO,MEDIO,12
3248432590399829766,2018-09,2018-09-03,2018-09-19,2018-09-19,33156.14,11.99,217773.0,117.0,2000-08-15,Juridico,Comércio,YAHOO,MEDIO,12
4095739077267179172,2018-08,2018-08-17,2018-09-03,2018-09-03,91187.75,6.99,237934.0,113.0,2011-02-14,Juridico,Comércio,YAHOO,PEQUENO,27
4095739077267179172,2018-08,2018-08-27,2018-09-12,2018-09-12,48518.75,6.99,237934.0,113.0,2011-02-14,Juridico,Comércio,YAHOO,PEQUENO,27
4095739077267179172,2018-09,2018-09-07,2018-09-24,2018-09-24,39633.1,6.99,292798.0,113.0,2011-02-14,Juridico,Comércio,YAHOO,PEQUENO,27
4095739077267179172,2018-09,2018-09-12,2018-10-01,2018-09-28,78996.55,6.99,292798.0,113.0,2011-02-14,Juridico,Comércio,YAHOO,PEQUENO,27
4095739077267179172,2018-09,2018-09-13,2018-10-01,2018-10-01,86008.45,6.99,292798.0,113.0,2011-02-14,Juridico,Comércio,YAHOO,PEQUENO,27
2092588065958607289,2018-08,2018-08-17,2018-09-03,2018-09-03,34379.4,5.99,228480.0,119.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-08,2018-08-20,2018-09-05,2018-09-05,17134.32,5.99,228480.0,119.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-08,2018-08-24,2018-09-10,2018-09-10,24979.9,5.99,228480.0,119.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-08,2018-08-27,2018-09-12,2018-09-12,31150.84,5.99,228480.0,119.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-08,2018-08-28,2018-09-13,2018-09-13,84342.5,5.99,228480.0,119.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-08,2018-08-30,2018-09-17,2018-09-17,25142.3,5.99,228480.0,119.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-08,2018-08-30,2018-10-05,2018-10-05,945.6,5.99,228480.0,119.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-09,2018-09-11,2018-09-28,2018-09-28,17639.6,5.99,281719.0,128.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
2092588065958607289,2018-09,2018-09-14,2018-10-01,2018-10-01,22176.2,5.99,281719.0,128.0,2006-07-18,Juridico,Comércio,YAHOO,GRANDE,76
1078687383992817574,2018-08,2018-08-17,2018-10-02,2018-10-01,91448.7,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-19,2018-10-04,2018-10-03,30648.8,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-19,2018-10-04,2018-10-03,31231.3,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-21,2018-10-08,2018-10-05,91448.7,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-21,2018-10-08,2018-10-05,15241.45,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-21,2018-10-08,2018-10-05,30648.8,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-23,2018-10-10,2018-10-08,106690.15,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-24,2018-10-10,2018-10-08,76622.0,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-26,2018-10-10,2018-10-10,30648.8,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-27,2018-10-11,2018-10-11,15241.45,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-29,2018-10-15,2018-10-15,30482.9,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-08,2018-08-30,2018-10-15,2018-10-15,30482.9,5.99,245803.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-09,2018-09-02,2018-10-17,2018-10-17,30487.7,5.99,412365.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-09,2018-09-03,2018-10-19,2018-10-18,30653.6,5.99,412365.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-09,2018-09-06,2018-10-24,2018-10-22,46771.35,5.99,412365.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-09,2018-09-07,2018-10-24,2018-10-22,15326.8,5.99,412365.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-09,2018-09-09,2018-10-25,2018-10-24,76634.0,5.99,412365.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
1078687383992817574,2018-09,2018-09-13,2018-10-30,2018-10-29,31237.3,5.99,412365.0,125.0,2000-08-15,Juridico,Indústria,OUTLOOK,GRANDE,67
4717593620120611957,2018-08,2018-08-17,2018-09-17,2018-09-17,35824.1,4.99,245179.0,119.0,2016-08-14,Juridico,Comércio,YAHOO,GRANDE,72
4717593620120611957,2018-08,2018-08-20,2018-09-19,2018-09-19,17912.05,4.99,245179.0,119.0,2016-08-14,Juridico,Comércio,YAHOO,GRANDE,72
4717593620120611957,2018-08,2018-08-23,2018-09-24,2018-09-24,17912.05,4.99,245179.0,119.0,2016-08-14,Juridico,Comércio,YAHOO,GRANDE,72
4717593620120611957,2018-09,2018-09-03,2018-10-03,2018-10-03,36145.9,4.99,159687.0,100.0,2016-08-14,Juridico,Comércio,YAHOO,GRANDE,72
4717593620120611957,2018-09,2018-09-06,2018-10-08,2018-10-08,35965.9,4.99,159687.0,100.0,2016-08-14,Juridico,Comércio,YAHOO,GRANDE,72
4717593620120611957,2018-09,2018-09-09,2018-10-09,2018-10-09,35965.9,4.99,159687.0,100.0,2016-08-14,Juridico,Comércio,YAHOO,GRANDE,72
4717593620120611957,2018-09,2018-09-10,2018-10-10,2018-10-10,17982.95,4.99,159687.0,100.0,2016-08-14,Juridico,Comércio,YAHOO,GRANDE,72
7970976988071755401,2018-08,2018-08-17,2018-09-24,2018-09-25,71594.86,4.99,245179.0,119.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-08,2018-08-20,2018-09-25,2018-09-26,74514.88,4.99,245179.0,119.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-08,2018-08-30,2018-10-05,2018-10-05,74514.88,4.99,245179.0,119.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-08,2018-08-31,2018-10-08,2018-10-09,74514.88,4.99,245179.0,119.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-09,2018-09-02,2018-10-08,2018-10-09,77901.92,4.99,70760.0,123.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-09,2018-09-05,2018-10-11,2018-10-11,77901.92,4.99,70760.0,123.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-09,2018-09-07,2018-10-15,2018-10-15,77901.92,4.99,70760.0,123.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-09,2018-09-07,2018-10-15,2018-10-16,77901.92,4.99,70760.0,123.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
7970976988071755401,2018-09,2018-09-12,2018-10-18,2018-10-18,74514.88,4.99,70760.0,123.0,2006-09-11,Juridico,Comércio,YAHOO,GRANDE,68
