ID_CLIENTE,SAFRA_REF,VALOR_A_PAGAR,TAXA,Mes_Emissao_Documento,Dia_Emissao_Documento,Mes_Vencimento,Dia_Vencimento,Inadimplencia,Probalidade %
6964108750473070287,2021-07,63345.0,4.99,7,15,8,20,0,0.01
6964108750473070287,2021-07,62536.5,4.99,7,15,8,20,0,0.01
6964108750473070287,2021-07,250146.0,4.99,7,16,8,23,0,0.11
4008627434689715639,2021-07,8661.16,6.99,7,5,8,19,0,0.15
4008627434689715639,2021-07,5783.05,6.99,7,12,8,26,1,0.52
4008627434689715639,2021-07,40745.48,6.99,7,15,8,30,0,0.07
5757271354816214865,2021-07,51991.36,5.99,7,1,7,21,0,0.12
5757271354816214865,2021-07,7370.72,5.99,7,1,7,23,0,0.2
5757271354816214865,2021-07,69583.24,5.99,7,1,7,21,0,0.06
5757271354816214865,2021-07,54209.72,5.99,7,1,7,21,0,0.16
5757271354816214865,2021-07,56720.29,5.99,7,1,7,21,0,0.1
5757271354816214865,2021-07,20564.84,5.99,7,6,7,27,0,0.01
5757271354816214865,2021-07,37126.09,5.99,7,7,7,27,0,0.01
5757271354816214865,2021-07,61751.28,5.99,7,8,7,28,0,0.0
5757271354816214865,2021-07,24700.51,5.99,7,8,7,28,0,0.0
5757271354816214865,2021-07,33247.91,5.99,7,8,7,30,0,0.0
5757271354816214865,2021-07,49401.03,5.99,7,11,8,2,0,0.04
5757271354816214865,2021-07,7105.32,5.99,7,11,8,3,0,0.36
5757271354816214865,2021-07,44620.64,5.99,7,12,8,2,0,0.14
5757271354816214865,2021-07,24675.41,5.99,7,13,8,2,0,0.1
5757271354816214865,2021-07,24675.41,5.99,7,14,8,3,0,0.09
8909740532547211288,2021-07,25746.95,8.99,7,1,7,19,0,0.0
8909740532547211288,2021-07,25746.95,8.99,7,5,7,22,0,0.0
8909740532547211288,2021-07,21414.66,8.99,7,5,7,22,0,0.01
4045739494965095560,2021-07,26200.15,4.99,7,2,7,19,0,0.0
4045739494965095560,2021-07,25550.15,4.99,7,4,7,20,0,0.0
4045739494965095560,2021-07,79103.24,4.99,7,5,7,22,0,0.01
6759864637454708017,2021-07,21983.18,6.99,7,5,7,27,0,0.0
6759864637454708017,2021-07,27846.41,6.99,7,6,7,28,0,0.01
6759864637454708017,2021-07,25701.04,6.99,7,7,7,27,0,0.0
6759864637454708017,2021-07,27091.9,6.99,7,9,8,2,0,0.03
6759864637454708017,2021-07,21882.58,6.99,7,12,8,3,0,0.02
6759864637454708017,2021-07,27091.9,6.99,7,16,8,9,0,0.09
6134696632487351445,2021-07,70179.05,11.99,7,3,7,20,0,0.04
6134696632487351445,2021-07,42097.1,11.99,7,10,7,27,0,0.02
6134696632487351445,2021-07,71924.2,11.99,7,16,8,2,0,0.01
5373371196946859811,2021-07,27900.53,5.99,7,13,7,30,0,0.0
3095686599956852697,2021-07,101414.0,6.99,7,8,7,27,0,0.0
3095686599956852697,2021-07,90671.8,6.99,7,13,7,30,0,0.01
3095686599956852697,2021-07,70254.1,6.99,7,14,8,2,0,0.04
1616952665234409442,2021-07,47173.99,5.99,7,1,7,23,0,0.14
1616952665234409442,2021-07,46269.66,5.99,7,9,7,30,0,0.01
1088521227159442264,2021-07,25832.5,8.99,7,2,7,19,0,0.0
1088521227159442264,2021-07,50690.0,8.99,7,8,7,27,0,0.01
1088521227159442264,2021-07,25820.0,8.99,7,13,7,29,0,0.0
8529899700094903171,2021-07,84844.0,5.99,7,1,7,23,0,0.09
8529899700094903171,2021-07,255024.0,5.99,7,4,7,26,0,0.08
8529899700094903171,2021-07,63465.7,5.99,7,5,7,27,0,0.02
8529899700094903171,2021-07,63118.5,5.99,7,7,7,29,0,0.0
8529899700094903171,2021-07,85008.0,5.99,7,8,7,30,0,0.06
8529899700094903171,2021-07,127348.0,5.99,7,13,8,4,0,0.0
8529899700094903171,2021-07,127348.0,5.99,7,15,8,6,0,0.01
499242942549937267,2021-07,106982.51,5.99,7,2,9,15,0,0.02
499242942549937267,2021-07,49665.21,5.99,7,2,9,15,0,0.04
499242942549937267,2021-07,49665.21,5.99,7,5,9,20,0,0.12
499242942549937267,2021-07,238619.25,5.99,7,12,9,27,0,0.1
499242942549937267,2021-07,235238.25,5.99,7,12,9,27,0,0.07
499242942549937267,2021-07,106982.51,5.99,7,14,9,28,0,0.01
499242942549937267,2021-07,236407.05,5.99,7,15,10,4,0,0.11
499242942549937267,2021-07,101411.0,5.99,7,16,10,1,0,0.05
499242942549937267,2021-07,121830.0,5.99,7,16,10,1,0,0.04
5897410907783139228,2021-07,46049.8,4.99,7,5,7,21,0,0.01
5897410907783139228,2021-07,28815.0,4.99,7,6,7,22,0,0.02
5897410907783139228,2021-07,56575.0,4.99,7,13,7,29,0,0.01
5897410907783139228,2021-07,56575.1,4.99,7,15,8,2,0,0.01
2083323809219952960,2021-07,181035.0,5.99,7,1,8,2,0,0.03
2083323809219952960,2021-07,231330.9,5.99,7,4,8,3,0,0.01
2083323809219952960,2021-07,231322.5,5.99,7,5,8,4,0,0.05
2083323809219952960,2021-07,231397.9,5.99,7,6,8,5,0,0.02
2083323809219952960,2021-07,89364.0,5.99,7,8,8,9,0,0.0
2083323809219952960,2021-07,181035.0,5.99,7,11,8,10,0,0.0
2083323809219952960,2021-07,92529.0,5.99,7,14,8,13,0,0.06
2083323809219952960,2021-07,181035.0,5.99,7,15,8,18,0,0.0
2083323809219952960,2021-07,231397.9,5.99,7,15,8,18,0,0.06
2083323809219952960,2021-07,231397.9,5.99,7,16,8,18,0,0.06
1953058402621337677,2021-07,26140.0,6.99,7,1,7,19,0,0.01
1953058402621337677,2021-07,130899.0,6.99,7,1,7,19,0,0.02
1953058402621337677,2021-07,218165.0,6.99,7,5,7,23,0,0.02
1953058402621337677,2021-07,64747.5,6.99,7,13,8,2,0,0.03
3408536439470975134,2021-07,137777.15,6.99,7,4,7,20,0,0.01
3408536439470975134,2021-07,138226.55,6.99,7,6,7,22,0,0.09
3408536439470975134,2021-07,137777.15,6.99,7,7,7,23,0,0.02
3408536439470975134,2021-07,137926.95,6.99,7,15,8,2,0,0.08
5687511145009775604,2021-07,27242.85,4.99,7,2,7,26,0,0.09
5687511145009775604,2021-07,945.6,4.99,7,6,8,5,0,0.1045238095238095
7485107528960607346,2021-07,41248.25,6.99,7,5,7,21,0,0.0
7485107528960607346,2021-07,57780.44,6.99,7,7,7,26,0,0.0
531805620371082364,2021-07,26700.0,11.99,7,8,7,26,0,0.0
5761480994209806499,2021-07,28067.6,5.99,7,1,7,19,0,0.02
5761480994209806499,2021-07,21306.05,5.99,7,2,7,19,0,0.0
5761480994209806499,2021-07,19176.9,5.99,7,4,7,21,0,0.0
5761480994209806499,2021-07,21561.91,5.99,7,5,7,22,0,0.0
5761480994209806499,2021-07,28210.61,5.99,7,5,7,22,0,0.0
5761480994209806499,2021-07,21562.16,5.99,7,6,7,23,0,0.0
5761480994209806499,2021-07,28315.69,5.99,7,6,7,23,0,0.01
5761480994209806499,2021-07,20516.57,5.99,7,8,7,26,0,0.0
5761480994209806499,2021-07,55597.76,5.99,7,13,7,30,0,0.02
5761480994209806499,2021-07,16974.39,5.99,7,13,7,30,0,0.0
5761480994209806499,2021-07,42684.97,5.99,7,13,7,30,0,0.0
5761480994209806499,2021-07,28641.24,5.99,7,13,7,30,0,0.0
5761480994209806499,2021-07,97413.05,5.99,7,14,8,2,0,0.06
5761480994209806499,2021-07,98197.35,5.99,7,16,8,2,0,0.0
5761480994209806499,2021-07,20281.8,5.99,7,16,8,2,0,0.0
5761480994209806499,2021-07,28576.4,5.99,7,16,8,2,0,0.0
4762256864594914240,2021-07,111292.27,4.99,7,8,7,27,0,0.0
8570963260597299378,2021-07,47454.9,6.99,7,7,7,23,0,0.0
5974858472822751652,2021-07,75192.25,4.99,7,8,7,26,0,0.0
3421433989501830226,2021-07,200.0,5.99,7,6,7,21,0,0.45
4327694790333781288,2021-07,189476.7,4.99,7,8,7,27,0,0.01
4327694790333781288,2021-07,150492.75,4.99,7,16,8,2,0,0.0
8173830874846355280,2021-07,55336.49,8.99,7,1,7,23,0,0.24
8173830874846355280,2021-07,55341.52,8.99,7,1,7,23,0,0.24
8173830874846355280,2021-07,43482.33,8.99,7,1,7,23,0,0.02
8173830874846355280,2021-07,42478.87,8.99,7,2,7,26,0,0.03
8173830874846355280,2021-07,42275.16,8.99,7,2,7,26,0,0.02
8173830874846355280,2021-07,43482.33,8.99,7,4,7,26,0,0.0
8173830874846355280,2021-07,55532.66,8.99,7,5,7,27,0,0.01
8173830874846355280,2021-07,33983.1,8.99,7,9,8,2,0,0.11
8173830874846355280,2021-07,27989.51,8.99,7,10,8,3,0,0.04
8173830874846355280,2021-07,55229.07,8.99,7,16,8,9,0,0.08
2347028805684088098,2021-07,88378.76,4.99,7,9,7,29,0,0.0
3632378524835692731,2021-07,25670.0,4.99,7,9,7,26,0,0.0
3632378524835692731,2021-07,25162.96,4.99,7,13,7,30,0,0.0
3632378524835692731,2021-07,25620.0,4.99,7,16,8,2,0,0.01
2033394215069562776,2021-07,27056.35,11.99,7,1,7,19,0,0.07
2033394215069562776,2021-07,27056.35,11.99,7,2,7,19,0,0.17
2033394215069562776,2021-07,27151.35,11.99,7,9,7,26,0,0.0
2033394215069562776,2021-07,27131.35,11.99,7,12,7,29,0,0.0
3285246914299291124,2021-07,84515.07,5.99,7,1,7,26,0,0.01
3285246914299291124,2021-07,24841.47,5.99,7,1,7,21,0,0.0
3285246914299291124,2021-07,69643.15,5.99,7,2,7,27,0,0.0
3285246914299291124,2021-07,69642.45,5.99,7,7,8,2,0,0.04
2929243640075785940,2021-07,88847.3,8.99,7,2,7,20,0,0.0
2929243640075785940,2021-07,63566.9,8.99,7,2,7,19,0,0.0
2929243640075785940,2021-07,44523.65,8.99,7,6,7,22,0,0.0
2929243640075785940,2021-07,67093.45,8.99,7,7,7,23,0,0.01
2929243640075785940,2021-07,107740.55,8.99,7,7,7,26,0,0.0
2407532237672094312,2021-07,62193.3,4.99,7,5,7,21,0,0.0
2407532237672094312,2021-07,25543.15,4.99,7,13,7,29,0,0.0
2407532237672094312,2021-07,20426.5,4.99,7,15,8,2,0,0.02
5635781225931111684,2021-07,46950.6,6.99,7,1,7,19,0,0.03
5635781225931111684,2021-07,41819.0,6.99,7,12,7,28,0,0.01
1235244772550233980,2021-07,77508.69,5.99,7,6,7,26,0,0.01
1235244772550233980,2021-07,56074.94,5.99,7,9,7,27,0,0.0
1235244772550233980,2021-07,21785.24,5.99,7,13,8,3,0,0.05
4365965554261111250,2021-07,126699.01,5.99,7,9,8,2,0,0.11
5162636608292907782,2021-07,149698.51,6.99,7,15,8,6,0,0.02
8248484932270772248,2021-07,118796.18,5.99,7,5,7,21,0,0.02
924957821424248698,2021-07,63382.5,8.99,7,8,7,26,0,0.0
924957821424248698,2021-07,42155.0,8.99,7,11,7,27,0,0.0
924957821424248698,2021-07,42304.95,8.99,7,13,7,29,0,0.06
6828316696355015040,2021-07,41301.0,8.99,7,2,7,19,0,0.0
8409181491723988567,2021-07,204291.99,6.99,7,1,7,19,0,0.02
8409181491723988567,2021-07,184269.31,6.99,7,5,7,26,0,0.03
8409181491723988567,2021-07,999.0,6.99,7,6,8,5,0,0.18075793650793648
8409181491723988567,2021-07,183942.97,6.99,7,13,8,3,0,0.01
4532469127306079736,2021-07,29581.45,4.99,7,8,7,26,0,0.01
7664272163315705419,2021-07,63864.95,5.99,7,8,7,27,0,0.0
7664272163315705419,2021-07,26068.2,5.99,7,15,8,2,0,0.03
9206030810342980458,2021-07,89588.0,5.99,7,11,7,27,0,0.0
9206030810342980458,2021-07,50834.2,5.99,7,12,7,28,0,0.01
9206030810342980458,2021-07,115379.85,5.99,7,16,8,2,0,0.0
5810778736737569699,2021-07,94649.23,6.99,7,4,7,20,0,0.02
5810778736737569699,2021-07,40321.9,6.99,7,16,8,3,0,0.0
1366416810235233769,2021-07,112814.75,6.99,7,4,7,20,0,0.01
1366416810235233769,2021-07,128123.55,6.99,7,5,7,21,0,0.0
1366416810235233769,2021-07,69101.35,6.99,7,6,7,22,0,0.42
1366416810235233769,2021-07,935.5,6.99,7,6,8,5,0,0.19399999999999998
1366416810235233769,2021-07,131185.19,6.99,7,12,7,28,0,0.0
1366416810235233769,2021-07,131635.05,6.99,7,16,8,2,0,0.01
8067924767167570288,2021-07,66180.0,5.99,7,7,8,6,0,0.04
7908414709866823255,2021-07,43161.5,8.99,7,6,7,22,0,0.0
7908414709866823255,2021-07,53349.8,8.99,7,7,7,23,0,0.02
7908414709866823255,2021-07,26744.4,8.99,7,13,7,29,0,0.0
7908414709866823255,2021-07,26744.4,8.99,7,14,7,30,0,0.0
8994944800097997361,2021-07,26144.23,8.99,7,8,7,29,0,0.0
8994944800097997361,2021-07,26596.21,8.99,7,13,8,2,0,0.04
6950439982480713649,2021-07,71086.72,6.99,7,1,7,23,0,0.39
6950439982480713649,2021-07,72278.84,6.99,7,9,7,30,0,0.01
8901696535927078963,2021-07,64410.0,5.99,7,2,7,19,0,0.0
8901696535927078963,2021-07,75762.0,5.99,7,4,7,20,0,0.01
8901696535927078963,2021-07,64410.0,5.99,7,4,7,20,0,0.0
8901696535927078963,2021-07,64410.0,5.99,7,8,7,27,0,0.02
8901696535927078963,2021-07,51616.8,5.99,7,11,7,27,0,0.0
8901696535927078963,2021-07,26997.25,5.99,7,13,7,29,0,0.0
8901696535927078963,2021-07,64070.85,5.99,7,15,8,2,0,0.01
6204723742351094322,2021-07,945.6,6.99,7,6,8,5,0,0.4214761904761906
3095408468798675621,2021-07,45018.1,5.99,7,1,7,19,0,0.0
3095408468798675621,2021-07,45111.6,5.99,7,5,7,22,0,0.02
7722287846688771887,2021-07,96472.78,11.99,7,9,7,26,0,0.05
312543480920432545,2021-07,672.3,11.99,7,6,8,5,0,0.49
312543480920432545,2021-07,31931.68,11.99,7,11,7,27,0,0.0
312543480920432545,2021-07,45541.8,11.99,7,14,7,30,0,0.03
6394935036014530592,2021-07,131313.75,8.99,7,6,7,22,0,0.02
6394935036014530592,2021-07,49995.0,8.99,7,15,8,2,0,0.03
3281617395243454427,2021-07,41264.99,5.99,7,4,7,29,0,0.02
1115703227712697214,2021-07,22395.47,5.99,7,14,8,3,0,0.04
1115703227712697214,2021-07,22395.47,5.99,7,16,8,9,0,0.04
8185063234515056194,2021-07,123099.0,5.99,7,2,7,19,0,0.01
8185063234515056194,2021-07,82076.0,5.99,7,6,7,22,0,0.13
8185063234515056194,2021-07,61559.5,5.99,7,11,7,27,0,0.0
8185063234515056194,2021-07,126376.05,5.99,7,14,7,30,0,0.0
8185063234515056194,2021-07,39721.55,5.99,7,16,8,2,0,0.05
7492389223353246125,2021-07,93695.49,4.99,7,1,8,16,0,0.01
7492389223353246125,2021-07,1182.0,4.99,7,6,8,5,0,0.2134642857142857
7492389223353246125,2021-07,20874.22,4.99,7,16,8,30,0,0.04
6217788509719675691,2021-07,198753.79,5.99,7,2,7,22,0,0.0
6217788509719675691,2021-07,109081.9,5.99,7,11,7,27,0,0.0
8716163053080758848,2021-07,40296.7,5.99,7,1,7,19,0,0.04
8716163053080758848,2021-07,20148.35,5.99,7,5,7,21,0,0.0
8716163053080758848,2021-07,24562.15,5.99,7,7,7,23,0,0.0
8716163053080758848,2021-07,73611.6,5.99,7,13,7,29,0,0.01
8716163053080758848,2021-07,20148.35,5.99,7,13,7,29,0,0.0
8716163053080758848,2021-07,40052.7,5.99,7,15,8,3,0,0.14
324916756972236008,2021-07,45344.5,6.99,7,4,7,20,0,0.0
324916756972236008,2021-07,799.0,6.99,7,6,8,5,0,0.195
324916756972236008,2021-07,123488.25,6.99,7,6,7,22,0,0.07
324916756972236008,2021-07,21032.5,6.99,7,13,7,29,0,0.0
324916756972236008,2021-07,123223.85,6.99,7,13,7,29,0,0.0
324916756972236008,2021-07,119635.4,6.99,7,15,8,2,0,0.08
7269781193318890653,2021-07,39360.9,5.99,7,1,7,19,0,0.03
7269781193318890653,2021-07,29520.68,5.99,7,4,7,20,0,0.02
6784879562354696650,2021-07,67363.0,4.99,7,6,7,22,0,0.03
8229446069655666941,2021-07,100.0,6.99,7,5,7,20,1,0.68
8229446069655666941,2021-07,18720.0,6.99,7,5,7,20,0,0.0
4972567100282306577,2021-07,41753.0,5.99,7,2,7,27,0,0.04
5864443060004179363,2021-07,57438.58,5.99,7,2,7,19,0,0.0
5864443060004179363,2021-07,143250.05,5.99,7,5,7,22,0,0.0
5864443060004179363,2021-07,999.0,5.99,7,6,8,5,0,0.27312409812409805
5864443060004179363,2021-07,152316.45,5.99,7,9,7,27,0,0.0
5864443060004179363,2021-07,56538.6,5.99,7,14,7,30,0,0.0
2439954154030259398,2021-07,20343.51,11.99,7,13,7,28,0,0.02
8623308321032624474,2021-07,51525.75,8.99,7,1,7,21,0,0.04
8623308321032624474,2021-07,899.0,8.99,7,6,8,5,0,0.22
8623308321032624474,2021-07,30356.37,8.99,7,9,7,29,0,0.01
4524147234488547993,2021-07,82816.05,6.99,7,1,7,19,0,0.26
4524147234488547993,2021-07,82470.9,6.99,7,6,7,22,0,0.3
4524147234488547993,2021-07,54730.6,6.99,7,9,7,26,0,0.0
6987942592445950913,2021-07,91012.7,6.99,7,1,7,19,0,0.04
6987942592445950913,2021-07,112162.2,6.99,7,2,7,19,0,0.05
6987942592445950913,2021-07,65317.65,6.99,7,7,7,23,0,0.02
6987942592445950913,2021-07,65091.15,6.99,7,10,7,27,0,0.0
8684964138237894839,2021-07,61096.0,6.99,7,12,8,17,0,0.0
6582676833651678345,2021-07,173661.8,4.99,7,4,7,20,0,0.02
6582676833651678345,2021-07,141916.25,4.99,7,4,7,20,0,0.0
6582676833651678345,2021-07,101368.75,4.99,7,5,7,21,0,0.0
6582676833651678345,2021-07,173661.8,4.99,7,6,7,22,0,0.02
6582676833651678345,2021-07,173661.8,4.99,7,7,7,23,0,0.03
6582676833651678345,2021-07,173661.8,4.99,7,9,7,26,0,0.0
6582676833651678345,2021-07,50801.6,4.99,7,11,7,27,0,0.0
6582676833651678345,2021-07,98067.84,4.99,7,12,7,28,0,0.02
1036256411320325774,2021-07,148634.5,6.99,7,1,7,21,0,0.01
1036256411320325774,2021-07,19605.0,6.99,7,12,8,2,0,0.02
968199235777440720,2021-07,171241.06,6.99,7,2,7,22,0,0.06
968199235777440720,2021-07,171241.06,6.99,7,4,7,26,0,0.01
968199235777440720,2021-07,145266.08,6.99,7,4,7,26,0,0.0
968199235777440720,2021-07,171241.06,6.99,7,5,7,26,0,0.01
968199235777440720,2021-07,124385.13,6.99,7,8,7,28,0,0.0
968199235777440720,2021-07,171241.47,6.99,7,9,7,29,0,0.0
968199235777440720,2021-07,171241.06,6.99,7,15,8,4,0,0.02
968199235777440720,2021-07,104415.05,6.99,7,16,8,5,0,0.0
6916556752218696485,2021-07,20423.75,8.99,7,1,7,19,0,0.0
6916556752218696485,2021-07,115516.4,8.99,7,1,7,19,0,0.06
6916556752218696485,2021-07,40847.51,8.99,7,1,7,19,0,0.0
6916556752218696485,2021-07,34303.12,8.99,7,4,7,20,0,0.01
6916556752218696485,2021-07,21656.4,8.99,7,10,7,27,0,0.01
6916556752218696485,2021-07,40970.5,8.99,7,12,7,28,0,0.0
6916556752218696485,2021-07,57698.2,8.99,7,12,7,28,0,0.0
6916556752218696485,2021-07,40760.6,8.99,7,13,7,29,0,0.05
6916556752218696485,2021-07,20380.3,8.99,7,13,7,29,0,0.0
6916556752218696485,2021-07,28532.42,8.99,7,14,7,30,0,0.0
6916556752218696485,2021-07,34650.16,8.99,7,14,7,30,0,0.01
6916556752218696485,2021-07,28849.1,8.99,7,14,7,30,0,0.0
6030285068945261052,2021-07,77435.78,5.99,7,1,7,21,0,0.04
6030285068945261052,2021-07,37892.76,5.99,7,5,7,26,0,0.04
6030285068945261052,2021-07,1058.94,5.99,7,6,8,5,0,0.13907539682539682
6030285068945261052,2021-07,51038.02,5.99,7,15,8,4,0,0.02
6030285068945261052,2021-07,57139.98,5.99,7,16,8,5,0,0.01
8463871205935856285,2021-07,79024.97,4.99,7,1,7,23,0,0.29
4071158585850879204,2021-07,52779.3,5.99,7,1,7,21,0,0.1
4071158585850879204,2021-07,19249.56,5.99,7,1,7,19,0,0.0
4071158585850879204,2021-07,999.0,5.99,7,6,8,5,0,0.27312409812409805
3218226066162129945,2021-07,214509.85,11.99,7,13,7,29,0,0.0
4679462479444735708,2021-07,25882.15,6.99,7,1,7,19,0,0.01
4679462479444735708,2021-07,38329.7,6.99,7,1,7,19,0,0.0
4679462479444735708,2021-07,19158.2,6.99,7,4,7,20,0,0.0
4679462479444735708,2021-07,19008.2,6.99,7,8,7,26,0,0.0
4679462479444735708,2021-07,19008.2,6.99,7,11,7,27,0,0.0
4679462479444735708,2021-07,21649.3,6.99,7,12,7,28,0,0.01
4724876423989598202,2021-07,65264.15,5.99,7,4,7,26,0,0.0
4724876423989598202,2021-07,48447.99,5.99,7,7,7,26,0,0.01
4724876423989598202,2021-07,47920.89,5.99,7,16,8,3,0,0.11
2128970218770090704,2021-07,3753.2,5.99,7,6,7,22,0,0.06
2128970218770090704,2021-07,63178.99,5.99,7,7,7,23,0,0.0
2128970218770090704,2021-07,70845.8,5.99,7,13,7,29,0,0.0
1003144834589372198,2021-07,25039.75,8.99,7,1,7,19,0,0.01
1003144834589372198,2021-07,25399.8,8.99,7,8,7,26,0,0.0
9127318190908282126,2021-07,44902.1,8.99,7,1,7,19,0,0.0
9127318190908282126,2021-07,50857.1,8.99,7,15,8,2,0,0.02
8163895533020293251,2021-07,7155.82,6.99,7,1,7,26,0,0.42
8163895533020293251,2021-07,1986.29,6.99,7,5,7,30,0,0.43
8163895533020293251,2021-07,8336.61,6.99,7,7,8,2,0,0.26
5794903898038236832,2021-07,90136.0,5.99,7,1,11,27,0,0.05
5794903898038236832,2021-07,67420.5,5.99,7,12,11,27,0,0.01
3960251564708868781,2021-07,185251.5,11.99,7,2,8,2,0,0.1
3960251564708868781,2021-07,236710.25,11.99,7,5,8,5,0,0.11
3960251564708868781,2021-07,186030.0,11.99,7,8,8,9,0,0.02
3960251564708868781,2021-07,186030.0,11.99,7,13,8,12,0,0.02
3960251564708868781,2021-07,186030.0,11.99,7,15,8,16,0,0.06
5888474320320735000,2021-07,36843.0,6.99,7,12,8,27,0,0.07
5888474320320735000,2021-07,36843.0,6.99,7,12,8,26,0,0.09
5888474320320735000,2021-07,55264.5,6.99,7,15,8,30,0,0.07
761746217261797478,2021-07,44868.09,5.99,7,1,7,19,0,0.0
761746217261797478,2021-07,38623.2,5.99,7,2,7,19,0,0.0
1507697130807703164,2021-07,119076.0,6.99,7,11,7,27,0,0.0
9184785003280841216,2021-07,101785.8,4.99,7,4,7,20,0,0.0
9184785003280841216,2021-07,95405.6,4.99,7,5,7,21,0,0.0
9184785003280841216,2021-07,63352.25,4.99,7,12,7,28,0,0.03
1182975716201409626,2021-07,19988.0,6.99,7,1,7,19,0,0.01
1182975716201409626,2021-07,945.6,6.99,7,6,8,5,0,0.4214761904761906
1182975716201409626,2021-07,25983.0,6.99,7,6,7,22,0,0.0
1182975716201409626,2021-07,25900.0,6.99,7,11,7,27,0,0.0
1182975716201409626,2021-07,19975.5,6.99,7,14,7,30,0,0.03
5369576709077493659,2021-07,24946.9,6.99,7,14,7,30,0,0.0
3472934456083131714,2021-07,64816.3,5.99,7,12,7,30,0,0.0
717981637594591016,2021-07,62964.9,5.99,7,1,7,19,0,0.02
717981637594591016,2021-07,945.6,5.99,7,6,8,5,0,0.4987380952380952
717981637594591016,2021-07,52755.78,5.99,7,7,7,26,0,0.02
717981637594591016,2021-07,62915.7,5.99,7,9,7,26,0,0.01
8255085612985072878,2021-07,240827.5,5.99,7,8,7,26,0,0.04
8255085612985072878,2021-07,241590.0,5.99,7,15,8,2,0,0.07
7751080728852739823,2021-07,57274.35,5.99,7,4,7,20,0,0.01
7751080728852739823,2021-07,999.0,5.99,7,6,8,5,0,0.27312409812409805
4347826483121154490,2021-07,49665.21,6.99,7,1,7,19,0,0.03
4347826483121154490,2021-07,95380.14,6.99,7,4,7,21,0,0.0
4347826483121154490,2021-07,146376.04,6.99,7,5,7,22,0,0.03
4347826483121154490,2021-07,94502.6,6.99,7,6,7,23,0,0.04
4347826483121154490,2021-07,160724.58,6.99,7,7,7,26,0,0.0
4347826483121154490,2021-07,49665.21,6.99,7,7,7,26,0,0.03
4347826483121154490,2021-07,95360.97,6.99,7,9,7,26,0,0.0
4347826483121154490,2021-07,94587.67,6.99,7,14,8,2,0,0.04
4347826483121154490,2021-07,104028.95,6.99,7,15,8,2,0,0.1
2214132103234633622,2021-07,171512.0,5.99,7,1,7,28,0,0.01
2214132103234633622,2021-07,128634.0,5.99,7,2,7,29,0,0.0
2214132103234633622,2021-07,128634.0,5.99,7,7,8,3,0,0.02
2214132103234633622,2021-07,129441.0,5.99,7,8,8,9,0,0.01
2214132103234633622,2021-07,128406.0,5.99,7,8,8,9,0,0.0
410843023337872279,2021-07,41904.6,6.99,7,6,7,22,0,0.0
2022367282554149730,2021-07,27051.89,5.99,7,4,7,20,0,0.0
2022367282554149730,2021-07,20892.34,5.99,7,13,7,29,0,0.0
